anonymous_cluster_id	genre	SVO	SOV	VSO	VOS	OSV	OVS
suk-publicistic-0403	suk-publicistic	2	0	1	0	0	0
suk-publicistic-0404	suk-publicistic	3	0	0	0	0	0
suk-publicistic-0405	suk-publicistic	2	0	1	0	0	0
suk-publicistic-0406	suk-publicistic	4	0	0	1	0	1
suk-publicistic-0407	suk-publicistic	2	1	1	0	0	1
suk-publicistic-0408	suk-publicistic	1	1	0	0	0	1
suk-publicistic-0409	suk-publicistic	4	0	0	0	0	0
suk-publicistic-0410	suk-publicistic	5	0	0	0	0	1
suk-publicistic-0411	suk-publicistic	0	0	0	0	0	1
suk-publicistic-0412	suk-publicistic	4	1	0	0	0	1
suk-publicistic-0413	suk-publicistic	2	1	0	0	0	0
suk-publicistic-0414	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0415	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0416	suk-publicistic	9	0	1	1	1	2
suk-publicistic-0417	suk-publicistic	0	0	0	0	0	1
suk-publicistic-0418	suk-publicistic	4	0	0	0	0	1
suk-publicistic-0419	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0420	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0421	suk-publicistic	0	0	0	0	0	2
suk-publicistic-0422	suk-publicistic	0	0	0	0	0	3
suk-publicistic-0423	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0424	suk-publicistic	0	2	0	0	0	1
suk-publicistic-0425	suk-publicistic	3	2	0	0	0	1
suk-publicistic-0426	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0427	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0428	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0429	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0430	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0431	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0432	suk-publicistic	3	0	0	0	0	1
suk-publicistic-0433	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0434	suk-publicistic	6	0	0	0	0	0
suk-publicistic-0435	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0436	suk-publicistic	0	0	0	0	1	0
suk-publicistic-0437	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0438	suk-publicistic	2	1	0	0	0	0
suk-publicistic-0439	suk-publicistic	0	0	0	0	0	1
suk-publicistic-0440	suk-publicistic	6	1	0	0	1	0
suk-publicistic-0441	suk-publicistic	0	0	0	0	1	1
suk-publicistic-0442	suk-publicistic	6	0	0	0	0	0
suk-publicistic-0443	suk-publicistic	1	0	1	0	0	0
suk-publicistic-0444	suk-publicistic	5	0	0	0	0	1
suk-publicistic-0445	suk-publicistic	6	0	0	0	0	0
suk-publicistic-0446	suk-publicistic	2	0	0	1	0	1
suk-publicistic-0447	suk-publicistic	1	0	0	0	0	1
suk-publicistic-0448	suk-publicistic	2	1	0	0	0	0
suk-publicistic-0449	suk-publicistic	1	0	1	0	0	2
suk-publicistic-0450	suk-publicistic	2	0	0	1	0	0
suk-publicistic-0451	suk-publicistic	7	1	1	0	0	1
suk-publicistic-0452	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0453	suk-publicistic	12	0	0	0	0	1
suk-publicistic-0454	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0455	suk-publicistic	4	0	0	0	0	1
suk-publicistic-0456	suk-publicistic	3	0	0	0	0	0
suk-publicistic-0457	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0458	suk-publicistic	3	0	0	0	0	1
suk-publicistic-0459	suk-publicistic	3	0	0	0	0	0
suk-publicistic-0460	suk-publicistic	4	0	0	0	0	0
suk-publicistic-0461	suk-publicistic	1	1	0	0	0	0
suk-publicistic-0462	suk-publicistic	6	1	1	0	0	0
suk-publicistic-0463	suk-publicistic	0	0	0	0	0	1
suk-publicistic-0464	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0465	suk-publicistic	1	0	0	0	0	1
suk-publicistic-0466	suk-publicistic	7	0	1	0	1	2
suk-publicistic-0467	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0468	suk-publicistic	0	0	0	0	1	0
suk-publicistic-0469	suk-publicistic	0	0	0	0	0	1
suk-publicistic-0470	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0471	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0472	suk-publicistic	7	1	0	0	0	4
suk-publicistic-0473	suk-publicistic	2	1	0	0	0	0
suk-publicistic-0474	suk-publicistic	3	1	1	0	0	0
suk-publicistic-0475	suk-publicistic	0	0	0	0	0	1
suk-publicistic-0476	suk-publicistic	0	0	1	0	0	0
suk-publicistic-0477	suk-publicistic	3	0	0	1	0	1
suk-publicistic-0478	suk-publicistic	4	0	0	1	0	0
suk-publicistic-0479	suk-publicistic	2	0	1	0	0	0
suk-publicistic-0480	suk-publicistic	3	0	0	0	0	0
suk-publicistic-0481	suk-publicistic	1	0	0	0	1	0
suk-publicistic-0482	suk-publicistic	1	0	1	0	0	1
suk-publicistic-0483	suk-publicistic	4	0	0	0	0	1
suk-publicistic-0484	suk-publicistic	4	1	0	0	0	1
suk-publicistic-0485	suk-publicistic	5	0	0	0	0	0
suk-publicistic-0486	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0487	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0488	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0489	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0490	suk-publicistic	2	1	0	0	0	2
suk-publicistic-0491	suk-publicistic	6	1	0	0	0	2
suk-publicistic-0492	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0493	suk-publicistic	1	1	0	0	0	0
suk-publicistic-0494	suk-publicistic	1	0	1	0	0	1
suk-publicistic-0495	suk-publicistic	1	0	0	0	0	1
suk-publicistic-0496	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0497	suk-publicistic	1	0	0	0	1	0
suk-publicistic-0498	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0499	suk-publicistic	2	0	0	0	0	1
suk-publicistic-0500	suk-publicistic	0	1	0	0	0	0
suk-publicistic-0501	suk-publicistic	2	0	0	0	0	1
suk-publicistic-0502	suk-publicistic	4	0	0	0	0	0
suk-publicistic-0503	suk-publicistic	1	2	0	0	0	0
suk-publicistic-0504	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0505	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0506	suk-publicistic	1	0	0	0	0	1
suk-publicistic-0507	suk-publicistic	4	0	0	0	0	0
suk-publicistic-0508	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0509	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0510	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0511	suk-publicistic	0	0	0	0	0	1
suk-publicistic-0512	suk-publicistic	0	0	0	1	0	0
suk-publicistic-0513	suk-publicistic	0	1	0	0	0	0
suk-publicistic-0514	suk-publicistic	1	0	0	0	0	1
suk-publicistic-0515	suk-publicistic	3	0	0	0	0	1
suk-publicistic-0516	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0517	suk-publicistic	3	0	1	0	0	0
suk-publicistic-0518	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0519	suk-publicistic	2	0	0	0	0	1
suk-publicistic-0520	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0521	suk-publicistic	5	0	1	0	0	0
suk-publicistic-0522	suk-publicistic	1	0	0	0	0	2
suk-publicistic-0523	suk-publicistic	2	0	3	1	0	1
suk-publicistic-0524	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0525	suk-publicistic	5	1	1	1	0	0
suk-publicistic-0526	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0527	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0528	suk-publicistic	0	0	0	1	0	1
suk-publicistic-0529	suk-publicistic	4	2	0	0	0	0
suk-publicistic-0530	suk-publicistic	0	0	0	0	0	1
suk-publicistic-0531	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0532	suk-publicistic	0	0	0	0	0	1
suk-publicistic-0533	suk-publicistic	3	0	0	0	0	1
suk-publicistic-0534	suk-publicistic	3	2	0	0	1	1
suk-publicistic-0535	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0536	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0537	suk-publicistic	5	1	0	0	0	1
suk-publicistic-0538	suk-publicistic	2	0	0	0	0	1
suk-publicistic-0539	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0540	suk-publicistic	0	1	0	0	0	0
suk-publicistic-0541	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0542	suk-publicistic	2	0	0	0	0	1
suk-publicistic-0543	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0544	suk-publicistic	7	0	1	0	0	2
suk-publicistic-0545	suk-publicistic	8	1	0	0	0	2
suk-publicistic-0546	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0547	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0548	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0549	suk-publicistic	0	0	0	1	0	0
suk-publicistic-0550	suk-publicistic	0	0	0	0	0	3
suk-publicistic-0551	suk-publicistic	1	1	0	0	0	1
suk-publicistic-0552	suk-publicistic	3	0	1	1	0	1
suk-publicistic-0553	suk-publicistic	0	0	1	0	0	0
suk-publicistic-0554	suk-publicistic	1	0	0	0	0	2
suk-publicistic-0555	suk-publicistic	3	3	2	0	0	2
suk-publicistic-0556	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0557	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0558	suk-publicistic	1	0	1	0	0	0
suk-publicistic-0559	suk-publicistic	11	1	0	0	0	1
suk-publicistic-0560	suk-publicistic	7	0	0	0	0	1
suk-publicistic-0561	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0562	suk-publicistic	2	1	0	0	0	0
suk-publicistic-0563	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0564	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0565	suk-publicistic	3	0	0	0	0	1
suk-publicistic-0566	suk-publicistic	3	1	0	0	0	0
suk-publicistic-0567	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0568	suk-publicistic	3	0	0	0	0	1
suk-publicistic-0569	suk-publicistic	1	0	1	0	0	0
suk-publicistic-0570	suk-publicistic	1	1	0	0	0	0
suk-publicistic-0571	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0572	suk-publicistic	1	0	0	0	0	1
suk-publicistic-0573	suk-publicistic	2	0	0	1	0	0
suk-publicistic-0574	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0575	suk-publicistic	1	0	1	0	0	0
suk-publicistic-0576	suk-publicistic	3	0	0	0	0	0
suk-publicistic-0577	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0578	suk-publicistic	2	0	1	0	0	1
suk-publicistic-0579	suk-publicistic	5	0	0	0	1	0
suk-publicistic-0580	suk-publicistic	2	2	0	0	0	1
suk-publicistic-0581	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0582	suk-publicistic	2	0	1	0	0	0
suk-publicistic-0583	suk-publicistic	3	0	0	0	0	1
suk-publicistic-0584	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0585	suk-publicistic	2	1	0	0	0	0
suk-publicistic-0586	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0587	suk-publicistic	3	0	0	0	0	1
suk-publicistic-0588	suk-publicistic	3	1	0	1	1	0
suk-publicistic-0589	suk-publicistic	4	1	0	0	0	2
suk-publicistic-0590	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0591	suk-publicistic	0	1	0	0	0	2
suk-publicistic-0592	suk-publicistic	3	1	0	0	0	1
suk-publicistic-0593	suk-publicistic	3	0	0	0	0	0
suk-publicistic-0594	suk-publicistic	3	0	0	0	0	0
suk-publicistic-0595	suk-publicistic	2	1	0	0	0	1
suk-publicistic-0596	suk-publicistic	1	1	0	0	0	1
suk-publicistic-0597	suk-publicistic	3	0	0	0	0	0
suk-publicistic-0598	suk-publicistic	3	1	0	0	0	3
suk-publicistic-0599	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0600	suk-publicistic	0	0	0	1	0	0
suk-publicistic-0601	suk-publicistic	3	0	0	0	0	1
suk-publicistic-0602	suk-publicistic	1	0	0	0	1	0
suk-publicistic-0603	suk-publicistic	2	0	0	1	0	1
suk-publicistic-0604	suk-publicistic	1	1	0	0	0	0
suk-publicistic-0605	suk-publicistic	3	0	1	0	0	0
suk-publicistic-0606	suk-publicistic	4	1	0	0	1	1
suk-publicistic-0607	suk-publicistic	0	0	1	0	0	1
suk-publicistic-0608	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0609	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0610	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0611	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0612	suk-publicistic	4	0	1	0	0	1
suk-publicistic-0613	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0614	suk-publicistic	3	0	0	0	0	0
suk-publicistic-0615	suk-publicistic	0	0	1	0	0	1
suk-publicistic-0616	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0617	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0618	suk-publicistic	1	1	0	0	0	0
suk-publicistic-0619	suk-publicistic	4	0	1	1	0	1
suk-publicistic-0620	suk-publicistic	7	0	1	0	0	0
suk-publicistic-0621	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0622	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0623	suk-publicistic	0	0	0	0	0	1
suk-publicistic-0624	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0625	suk-publicistic	0	0	0	0	0	1
suk-publicistic-0626	suk-publicistic	5	0	0	0	0	0
suk-publicistic-0627	suk-publicistic	1	0	1	0	0	0
suk-publicistic-0628	suk-publicistic	4	0	0	0	0	0
suk-publicistic-0629	suk-publicistic	5	0	0	0	0	0
suk-publicistic-0630	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0631	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0632	suk-publicistic	2	0	0	0	0	2
suk-publicistic-0633	suk-publicistic	2	0	0	0	0	2
suk-publicistic-0634	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0635	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0636	suk-publicistic	3	0	0	0	0	0
suk-publicistic-0637	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0638	suk-publicistic	0	0	1	0	0	0
suk-publicistic-0639	suk-publicistic	5	0	0	0	0	0
suk-publicistic-0640	suk-publicistic	3	0	0	0	0	1
suk-publicistic-0641	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0642	suk-publicistic	0	0	0	0	0	1
suk-publicistic-0643	suk-publicistic	3	0	0	0	0	0
suk-publicistic-0644	suk-publicistic	4	0	0	1	0	1
suk-publicistic-0645	suk-publicistic	0	1	0	0	0	0
suk-publicistic-0646	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0647	suk-publicistic	0	1	0	0	0	0
suk-publicistic-0648	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0649	suk-publicistic	2	0	0	0	0	1
suk-publicistic-0650	suk-publicistic	4	1	0	0	1	0
suk-publicistic-0651	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0652	suk-publicistic	3	0	0	0	0	1
suk-publicistic-0653	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0654	suk-publicistic	3	1	3	0	0	0
suk-publicistic-0655	suk-publicistic	1	0	0	1	0	0
suk-publicistic-0656	suk-publicistic	11	0	0	0	0	0
suk-publicistic-0657	suk-publicistic	2	0	0	0	0	2
suk-publicistic-0658	suk-publicistic	5	0	0	0	0	0
suk-publicistic-0659	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0660	suk-publicistic	1	1	0	0	0	0
suk-publicistic-0661	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0662	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0663	suk-publicistic	1	0	0	0	0	1
suk-publicistic-0664	suk-publicistic	2	1	0	0	0	0
suk-publicistic-0665	suk-publicistic	4	0	0	0	0	0
suk-publicistic-0666	suk-publicistic	3	0	0	0	0	1
suk-publicistic-0667	suk-publicistic	3	0	1	0	0	0
suk-publicistic-0668	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0669	suk-publicistic	0	0	1	0	0	2
suk-publicistic-0670	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0671	suk-publicistic	2	0	1	0	0	0
suk-publicistic-0672	suk-publicistic	0	1	1	0	0	1
suk-publicistic-0673	suk-publicistic	0	0	0	0	0	1
suk-publicistic-0674	suk-publicistic	1	0	0	0	1	0
suk-publicistic-0675	suk-publicistic	3	0	0	1	1	1
suk-publicistic-0676	suk-publicistic	5	0	0	0	0	2
suk-publicistic-0677	suk-publicistic	4	0	0	1	0	0
suk-publicistic-0678	suk-publicistic	0	0	0	0	0	1
suk-publicistic-0679	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0680	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0681	suk-publicistic	1	0	0	0	0	2
suk-publicistic-0682	suk-publicistic	1	1	0	0	0	0
suk-publicistic-0683	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0684	suk-publicistic	1	0	1	0	0	0
suk-publicistic-0685	suk-publicistic	9	0	0	0	0	0
suk-publicistic-0686	suk-publicistic	3	1	0	0	0	1
suk-publicistic-0687	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0688	suk-publicistic	3	0	1	0	0	0
suk-publicistic-0689	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0690	suk-publicistic	0	0	0	1	0	0
suk-publicistic-0691	suk-publicistic	4	0	0	0	0	0
suk-publicistic-0692	suk-publicistic	2	0	0	0	1	0
suk-publicistic-0693	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0694	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0695	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0696	suk-publicistic	4	0	0	1	0	0
suk-publicistic-0697	suk-publicistic	1	0	0	0	0	1
suk-publicistic-0698	suk-publicistic	0	0	0	0	0	1
suk-publicistic-0699	suk-publicistic	1	1	0	0	0	0
suk-publicistic-0700	suk-publicistic	4	0	0	0	0	0
suk-publicistic-0701	suk-publicistic	5	0	0	0	0	1
suk-publicistic-0702	suk-publicistic	4	1	3	0	0	1
suk-publicistic-0703	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0704	suk-publicistic	3	0	0	0	0	1
suk-publicistic-0705	suk-publicistic	4	0	0	0	0	0
suk-publicistic-0706	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0707	suk-publicistic	6	0	0	0	0	0
suk-publicistic-0708	suk-publicistic	1	0	0	0	0	1
suk-publicistic-0709	suk-publicistic	2	1	0	0	0	0
suk-publicistic-0710	suk-publicistic	1	0	0	0	0	2
suk-publicistic-0711	suk-publicistic	4	0	0	0	0	0
suk-publicistic-0712	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0713	suk-publicistic	0	0	0	0	0	1
suk-publicistic-0714	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0715	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0716	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0717	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0718	suk-publicistic	2	1	0	0	0	0
suk-publicistic-0719	suk-publicistic	10	1	0	0	0	0
suk-publicistic-0720	suk-publicistic	2	0	0	1	0	0
suk-publicistic-0721	suk-publicistic	4	0	0	0	0	2
suk-publicistic-0722	suk-publicistic	5	0	0	0	1	0
suk-publicistic-0723	suk-publicistic	3	2	0	0	0	0
suk-publicistic-0724	suk-publicistic	6	0	0	0	0	0
suk-publicistic-0725	suk-publicistic	3	0	1	0	0	0
suk-publicistic-0726	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0727	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0728	suk-publicistic	4	1	0	0	0	0
suk-publicistic-0729	suk-publicistic	5	1	0	0	0	1
suk-publicistic-0730	suk-publicistic	0	0	0	0	0	4
suk-publicistic-0731	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0732	suk-publicistic	0	0	0	0	0	1
suk-publicistic-0733	suk-publicistic	0	1	0	0	0	0
suk-publicistic-0734	suk-publicistic	5	0	1	0	0	1
suk-publicistic-0735	suk-publicistic	1	0	0	0	0	1
suk-publicistic-0736	suk-publicistic	1	0	0	1	0	0
suk-publicistic-0737	suk-publicistic	0	0	0	0	0	1
suk-publicistic-0738	suk-publicistic	5	1	0	0	0	1
suk-publicistic-0739	suk-publicistic	1	0	0	0	0	1
suk-publicistic-0740	suk-publicistic	1	0	0	0	0	1
suk-publicistic-0741	suk-publicistic	1	0	0	0	0	1
suk-publicistic-0742	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0743	suk-publicistic	3	1	0	0	0	0
suk-publicistic-0744	suk-publicistic	8	1	0	0	0	4
suk-publicistic-0745	suk-publicistic	3	0	0	0	0	1
suk-publicistic-0746	suk-publicistic	5	0	0	0	0	1
suk-publicistic-0747	suk-publicistic	2	1	0	0	0	0
suk-publicistic-0748	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0749	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0750	suk-publicistic	3	0	0	0	0	2
suk-publicistic-0751	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0752	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0753	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0754	suk-publicistic	4	0	0	0	0	0
suk-publicistic-0755	suk-publicistic	5	1	0	0	0	0
suk-publicistic-0756	suk-publicistic	3	0	0	0	0	0
suk-publicistic-0757	suk-publicistic	4	0	0	0	0	1
suk-publicistic-0758	suk-publicistic	0	0	0	0	0	1
suk-publicistic-0759	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0760	suk-publicistic	2	1	0	0	0	1
suk-publicistic-0761	suk-publicistic	1	0	0	0	0	1
suk-publicistic-0762	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0763	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0764	suk-publicistic	3	1	0	0	0	0
suk-publicistic-0765	suk-publicistic	1	1	0	0	0	0
suk-publicistic-0766	suk-publicistic	5	0	0	0	0	1
suk-publicistic-0767	suk-publicistic	0	0	0	0	0	2
suk-publicistic-0768	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0769	suk-publicistic	1	1	0	0	0	1
suk-publicistic-0770	suk-publicistic	0	0	0	0	0	1
suk-publicistic-0771	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0772	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0773	suk-publicistic	6	0	0	0	0	1
suk-publicistic-0774	suk-publicistic	5	1	0	0	0	0
suk-publicistic-0775	suk-publicistic	2	0	0	0	0	1
suk-publicistic-0776	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0777	suk-publicistic	5	0	0	0	0	2
suk-publicistic-0778	suk-publicistic	4	0	0	0	0	0
suk-publicistic-0779	suk-publicistic	1	1	1	0	0	0
suk-publicistic-0780	suk-publicistic	3	0	0	0	0	0
suk-publicistic-0781	suk-publicistic	3	0	0	0	0	1
suk-publicistic-0782	suk-publicistic	3	0	0	0	0	0
suk-publicistic-0783	suk-publicistic	6	1	0	0	0	1
suk-publicistic-0784	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0785	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0786	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0787	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0788	suk-publicistic	4	0	0	0	0	0
suk-publicistic-0789	suk-publicistic	0	2	0	0	0	0
suk-publicistic-0790	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0791	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0792	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0793	suk-publicistic	1	0	1	0	0	0
suk-publicistic-0794	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0795	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0796	suk-publicistic	0	0	0	0	0	1
suk-publicistic-0797	suk-publicistic	2	0	1	0	0	0
suk-publicistic-0798	suk-publicistic	4	0	0	0	0	0
suk-publicistic-0799	suk-publicistic	1	0	0	0	0	1
suk-publicistic-0800	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0801	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0802	suk-publicistic	0	0	1	0	0	1
suk-publicistic-0803	suk-publicistic	3	0	0	0	0	0
suk-publicistic-0804	suk-publicistic	10	1	0	0	0	6
suk-publicistic-0805	suk-publicistic	4	2	3	1	0	4
suk-publicistic-0806	suk-publicistic	2	2	0	0	0	0
suk-publicistic-0807	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0808	suk-publicistic	1	0	0	0	0	1
suk-publicistic-0809	suk-publicistic	3	0	0	0	1	0
suk-publicistic-0810	suk-publicistic	2	0	0	0	0	2
suk-publicistic-0811	suk-publicistic	3	1	2	0	0	0
suk-publicistic-0812	suk-publicistic	3	0	0	0	0	0
suk-publicistic-0813	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0814	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0815	suk-publicistic	6	0	0	0	0	1
suk-publicistic-0816	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0817	suk-publicistic	2	0	0	0	0	1
suk-publicistic-0818	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0819	suk-publicistic	4	0	0	0	0	1
suk-publicistic-0820	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0821	suk-publicistic	2	0	0	0	0	1
suk-publicistic-0822	suk-publicistic	6	0	0	0	0	1
suk-publicistic-0823	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0824	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0825	suk-publicistic	3	0	0	0	0	0
suk-publicistic-0826	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0827	suk-publicistic	7	1	0	2	0	1
suk-publicistic-0828	suk-publicistic	2	1	0	0	0	0
suk-publicistic-0829	suk-publicistic	1	1	0	0	0	0
suk-publicistic-0830	suk-publicistic	3	1	0	0	0	1
suk-publicistic-0831	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0832	suk-publicistic	6	0	0	0	0	0
suk-publicistic-0833	suk-publicistic	1	0	0	0	0	0
suk-publicistic-0834	suk-publicistic	3	0	0	0	0	0
suk-publicistic-0835	suk-publicistic	1	1	0	0	0	1
suk-publicistic-0836	suk-publicistic	0	0	0	0	0	2
suk-publicistic-0837	suk-publicistic	7	0	0	0	0	0
suk-publicistic-0838	suk-publicistic	6	0	0	1	1	1
suk-publicistic-0839	suk-publicistic	5	0	0	0	0	1
suk-publicistic-0840	suk-publicistic	2	0	0	0	0	0
suk-publicistic-0841	suk-publicistic	2	0	0	0	0	1
suk-publicistic-0842	suk-publicistic	2	1	0	0	0	0
suk-publicistic-0843	suk-publicistic	1	0	0	0	0	1
suk-publicistic-0844	suk-publicistic	3	0	0	0	1	0
suk-publicistic-0845	suk-publicistic	3	0	0	0	0	0
suk-professional-0001	suk-professional	6	0	0	0	0	2
suk-professional-0002	suk-professional	1	0	0	0	0	0
suk-professional-0003	suk-professional	1	0	1	0	0	0
suk-professional-0004	suk-professional	0	0	0	0	0	1
suk-professional-0005	suk-professional	9	0	0	0	0	0
suk-professional-0006	suk-professional	5	1	0	1	0	1
suk-professional-0007	suk-professional	1	0	0	0	0	0
suk-professional-0008	suk-professional	3	0	0	0	0	0
