anonymous_pair_id	condition	SVO	SOV	VSO	VOS	OSV	OVS
essay-pair-0285	human	2	0	0	0	1	0
essay-pair-0285	gpt5	4	0	0	0	0	0
essay-pair-0286	human	3	1	0	0	0	1
essay-pair-0286	gpt5	3	0	1	0	0	1
essay-pair-0287	human	1	0	0	0	0	0
essay-pair-0287	gpt5	2	0	0	0	0	0
essay-pair-0288	human	2	1	0	0	0	0
essay-pair-0288	gpt5	7	0	0	0	0	0
essay-pair-0289	human	1	0	0	0	0	0
essay-pair-0289	gpt5	2	1	0	0	0	0
essay-pair-0290	human	6	1	1	0	0	1
essay-pair-0290	gpt5	6	0	1	0	0	0
essay-pair-0291	human	0	0	1	0	0	0
essay-pair-0291	gpt5	6	0	0	0	0	0
essay-pair-0292	human	0	0	0	0	0	0
essay-pair-0292	gpt5	0	0	0	0	0	0
essay-pair-0293	human	2	0	0	0	0	0
essay-pair-0293	gpt5	1	0	0	0	0	1
essay-pair-0294	human	0	0	0	0	0	0
essay-pair-0294	gpt5	0	0	0	0	0	0
essay-pair-0295	human	0	0	0	0	0	0
essay-pair-0295	gpt5	3	0	0	0	0	0
essay-pair-0296	human	2	0	1	0	2	0
essay-pair-0296	gpt5	6	0	0	0	0	0
essay-pair-0297	human	6	0	1	0	0	0
essay-pair-0297	gpt5	8	0	0	0	0	0
essay-pair-0298	human	4	0	1	0	0	0
essay-pair-0298	gpt5	4	3	0	0	0	1
essay-pair-0299	human	1	0	1	0	0	0
essay-pair-0299	gpt5	3	0	0	0	0	0
essay-pair-0300	human	2	1	0	0	0	1
essay-pair-0300	gpt5	9	0	0	0	0	3
essay-pair-0301	human	2	0	2	0	0	2
essay-pair-0301	gpt5	5	0	0	0	0	1
essay-pair-0302	human	2	0	0	0	0	1
essay-pair-0302	gpt5	3	0	0	0	0	1
essay-pair-0303	human	2	0	0	0	1	0
essay-pair-0303	gpt5	5	0	0	0	0	1
essay-pair-0304	human	2	1	0	0	0	0
essay-pair-0304	gpt5	1	0	0	0	0	0
essay-pair-0305	human	0	0	0	0	0	0
essay-pair-0305	gpt5	2	1	0	0	0	0
essay-pair-0306	human	3	0	0	0	1	0
essay-pair-0306	gpt5	3	0	0	0	0	0
essay-pair-0307	human	1	0	0	0	0	0
essay-pair-0307	gpt5	1	0	0	0	0	0
essay-pair-0308	human	2	2	0	0	0	0
essay-pair-0308	gpt5	6	0	0	0	0	1
essay-pair-0309	human	1	0	0	0	0	0
essay-pair-0309	gpt5	5	0	0	0	0	0
essay-pair-0310	human	1	0	1	0	0	0
essay-pair-0310	gpt5	4	0	0	0	0	0
essay-pair-0311	human	4	0	2	0	0	1
essay-pair-0311	gpt5	2	0	0	0	0	0
essay-pair-0312	human	1	0	0	0	0	0
essay-pair-0312	gpt5	6	1	0	0	0	0
essay-pair-0313	human	1	0	0	0	0	0
essay-pair-0313	gpt5	4	0	0	0	0	0
essay-pair-0314	human	1	1	0	0	0	0
essay-pair-0314	gpt5	3	0	0	0	0	0
essay-pair-0315	human	2	0	0	0	0	0
essay-pair-0315	gpt5	6	2	0	0	0	0
essay-pair-0316	human	0	0	0	0	0	0
essay-pair-0316	gpt5	3	0	0	0	0	0
essay-pair-0317	human	0	0	0	0	0	0
essay-pair-0317	gpt5	0	0	0	0	0	0
essay-pair-0318	human	3	0	0	0	0	0
essay-pair-0318	gpt5	2	0	0	0	0	0
essay-pair-0319	human	3	0	1	0	0	0
essay-pair-0319	gpt5	3	0	0	0	0	0
essay-pair-0320	human	0	0	0	0	0	0
essay-pair-0320	gpt5	12	0	0	0	0	1
essay-pair-0321	human	1	1	0	0	0	0
essay-pair-0321	gpt5	2	0	0	0	0	0
essay-pair-0322	human	6	0	0	0	0	0
essay-pair-0322	gpt5	3	1	0	0	0	0
essay-pair-0323	human	1	0	0	0	0	1
essay-pair-0323	gpt5	2	0	0	0	0	0
essay-pair-0324	human	0	0	0	0	0	0
essay-pair-0324	gpt5	6	0	0	0	0	0
essay-pair-0325	human	1	0	1	0	0	0
essay-pair-0325	gpt5	4	0	0	0	0	0
essay-pair-0326	human	0	0	0	0	0	0
essay-pair-0326	gpt5	5	0	0	0	0	0
essay-pair-0327	human	0	0	0	0	0	0
essay-pair-0327	gpt5	0	0	0	0	0	0
essay-pair-0328	human	3	0	0	0	0	0
essay-pair-0328	gpt5	7	1	0	0	0	0
essay-pair-0329	human	10	0	0	0	0	1
essay-pair-0329	gpt5	7	0	0	0	0	0
essay-pair-0330	human	2	0	1	1	0	1
essay-pair-0330	gpt5	5	1	0	0	0	0
essay-pair-0331	human	0	0	0	0	0	0
essay-pair-0331	gpt5	4	0	0	0	0	0
essay-pair-0332	human	1	0	0	0	0	0
essay-pair-0332	gpt5	3	0	0	0	0	0
essay-pair-0333	human	3	2	0	0	0	1
essay-pair-0333	gpt5	10	0	0	0	0	0
essay-pair-0334	human	5	0	0	0	0	0
essay-pair-0334	gpt5	4	0	0	0	0	1
essay-pair-0335	human	4	0	0	0	0	0
essay-pair-0335	gpt5	4	1	0	0	0	0
essay-pair-0336	human	1	0	2	0	0	0
essay-pair-0336	gpt5	4	0	0	0	0	0
essay-pair-0337	human	1	0	1	0	0	0
essay-pair-0337	gpt5	2	0	0	0	0	1
essay-pair-0338	human	1	0	0	0	1	0
essay-pair-0338	gpt5	2	1	0	0	0	0
essay-pair-0339	human	4	0	0	0	0	0
essay-pair-0339	gpt5	10	1	0	0	0	1
essay-pair-0340	human	2	0	0	0	0	0
essay-pair-0340	gpt5	5	0	0	0	0	0
essay-pair-0341	human	1	0	0	0	0	0
essay-pair-0341	gpt5	2	0	0	0	0	0
essay-pair-0342	human	4	0	0	0	0	0
essay-pair-0342	gpt5	3	0	0	0	0	0
essay-pair-0343	human	1	0	0	0	0	0
essay-pair-0343	gpt5	0	0	0	0	0	0
essay-pair-0344	human	2	1	0	0	0	0
essay-pair-0344	gpt5	5	0	0	0	0	0
essay-pair-0345	human	5	1	0	0	0	0
essay-pair-0345	gpt5	4	0	0	0	0	0
essay-pair-0346	human	2	1	0	0	0	0
essay-pair-0346	gpt5	3	0	0	0	0	0
essay-pair-0347	human	1	0	0	0	0	0
essay-pair-0347	gpt5	4	0	0	0	0	0
essay-pair-0348	human	0	0	0	0	1	0
essay-pair-0348	gpt5	0	0	0	0	0	0
essay-pair-0349	human	1	0	0	0	0	0
essay-pair-0349	gpt5	4	0	0	0	0	0
essay-pair-0350	human	5	0	0	1	0	0
essay-pair-0350	gpt5	15	0	0	0	0	0
essay-pair-0351	human	0	0	0	0	0	0
essay-pair-0351	gpt5	0	0	0	0	0	0
essay-pair-0352	human	0	0	0	0	0	0
essay-pair-0352	gpt5	3	0	0	0	0	0
essay-pair-0353	human	1	0	0	0	0	0
essay-pair-0353	gpt5	7	0	0	0	0	0
essay-pair-0354	human	1	0	1	0	0	0
essay-pair-0354	gpt5	2	0	0	0	0	0
essay-pair-0355	human	2	1	0	0	0	0
essay-pair-0355	gpt5	5	0	0	0	0	0
essay-pair-0356	human	0	0	0	0	0	0
essay-pair-0356	gpt5	1	0	0	0	0	0
essay-pair-0357	human	1	0	0	1	0	0
essay-pair-0357	gpt5	7	0	0	0	0	1
essay-pair-0358	human	2	0	2	0	0	0
essay-pair-0358	gpt5	3	0	0	0	0	0
essay-pair-0359	human	2	1	1	0	0	0
essay-pair-0359	gpt5	3	0	0	0	0	0
essay-pair-0360	human	0	0	0	0	0	0
essay-pair-0360	gpt5	1	0	0	0	0	0
essay-pair-0361	human	2	0	0	0	0	0
essay-pair-0361	gpt5	4	0	0	0	0	0
essay-pair-0362	human	1	0	0	1	0	0
essay-pair-0362	gpt5	9	1	0	0	0	1
essay-pair-0363	human	0	0	0	0	0	0
essay-pair-0363	gpt5	2	0	0	0	0	0
essay-pair-0364	human	0	0	0	0	0	0
essay-pair-0364	gpt5	0	0	0	0	0	0
essay-pair-0365	human	4	0	0	0	0	0
essay-pair-0365	gpt5	1	0	0	0	0	0
essay-pair-0366	human	4	0	0	0	0	0
essay-pair-0366	gpt5	4	0	0	0	0	0
essay-pair-0367	human	1	0	0	0	0	1
essay-pair-0367	gpt5	5	0	0	0	0	0
essay-pair-0368	human	2	0	0	0	0	0
essay-pair-0368	gpt5	6	0	0	0	0	0
essay-pair-0369	human	5	0	1	0	0	0
essay-pair-0369	gpt5	12	1	0	0	0	1
essay-pair-0370	human	2	0	0	0	0	0
essay-pair-0370	gpt5	10	1	0	0	0	0
essay-pair-0371	human	3	0	0	0	0	0
essay-pair-0371	gpt5	5	0	0	0	0	1
essay-pair-0372	human	1	0	0	0	1	0
essay-pair-0372	gpt5	4	0	0	0	0	0
essay-pair-0373	human	2	0	0	0	0	0
essay-pair-0373	gpt5	2	0	0	0	0	0
essay-pair-0374	human	1	0	0	0	0	1
essay-pair-0374	gpt5	7	0	1	0	0	0
essay-pair-0375	human	0	0	0	0	0	0
essay-pair-0375	gpt5	1	0	0	0	0	0
essay-pair-0376	human	1	0	0	0	0	1
essay-pair-0376	gpt5	5	0	0	0	0	0
essay-pair-0377	human	1	0	0	0	0	0
essay-pair-0377	gpt5	5	1	0	0	0	0
essay-pair-0378	human	4	0	0	0	0	2
essay-pair-0378	gpt5	4	1	0	0	0	2
essay-pair-0379	human	2	0	2	0	0	0
essay-pair-0379	gpt5	4	1	0	0	1	0
essay-pair-0380	human	0	0	0	0	0	0
essay-pair-0380	gpt5	5	0	0	0	0	0
essay-pair-0381	human	2	0	0	0	0	0
essay-pair-0381	gpt5	2	0	0	0	0	1
essay-pair-0382	human	1	0	0	0	0	0
essay-pair-0382	gpt5	0	0	0	0	0	0
essay-pair-0383	human	0	0	0	0	0	0
essay-pair-0383	gpt5	0	0	0	0	0	0
essay-pair-0384	human	5	0	0	0	0	0
essay-pair-0384	gpt5	6	0	0	0	0	1
essay-pair-0385	human	1	0	0	0	0	0
essay-pair-0385	gpt5	2	0	0	0	0	0
essay-pair-0386	human	1	1	0	0	0	0
essay-pair-0386	gpt5	2	0	0	0	0	0
essay-pair-0387	human	6	0	0	0	0	0
essay-pair-0387	gpt5	0	0	0	0	0	0
essay-pair-0388	human	3	0	0	0	0	0
essay-pair-0388	gpt5	3	0	0	0	0	0
essay-pair-0389	human	2	0	0	0	0	0
essay-pair-0389	gpt5	0	0	0	0	0	0
essay-pair-0390	human	7	0	0	0	0	0
essay-pair-0390	gpt5	8	0	0	0	0	0
essay-pair-0391	human	1	0	0	0	0	0
essay-pair-0391	gpt5	2	1	0	0	0	0
essay-pair-0392	human	0	0	0	0	0	0
essay-pair-0392	gpt5	0	0	0	0	0	0
essay-pair-0393	human	4	0	0	0	0	0
essay-pair-0393	gpt5	7	1	0	0	0	1
essay-pair-0394	human	2	0	0	0	0	0
essay-pair-0394	gpt5	3	0	0	0	0	0
essay-pair-0395	human	3	0	0	0	0	0
essay-pair-0395	gpt5	11	0	0	0	0	1
essay-pair-0396	human	2	0	2	0	0	1
essay-pair-0396	gpt5	6	0	0	0	0	1
essay-pair-0397	human	2	0	0	0	0	0
essay-pair-0397	gpt5	4	0	0	0	0	0
essay-pair-0398	human	0	0	0	0	0	0
essay-pair-0398	gpt5	0	0	0	0	0	0
essay-pair-0399	human	0	0	0	0	0	0
essay-pair-0399	gpt5	0	1	0	0	0	0
essay-pair-0400	human	3	2	0	0	0	0
essay-pair-0400	gpt5	1	0	0	0	0	0
essay-pair-0401	human	1	1	1	0	0	0
essay-pair-0401	gpt5	2	0	0	0	0	0
essay-pair-0402	human	4	0	0	0	0	0
essay-pair-0402	gpt5	3	0	0	0	0	1
essay-pair-0403	human	1	0	0	0	0	0
essay-pair-0403	gpt5	1	0	0	0	0	0
essay-pair-0404	human	0	0	0	0	0	0
essay-pair-0404	gpt5	2	0	0	0	0	0
essay-pair-0405	human	3	0	2	0	0	0
essay-pair-0405	gpt5	6	1	0	0	0	0
essay-pair-0406	human	0	0	0	0	0	0
essay-pair-0406	gpt5	0	0	0	0	0	0
essay-pair-0407	human	2	0	0	0	0	1
essay-pair-0407	gpt5	4	0	0	0	0	2
essay-pair-0408	human	2	0	0	0	0	1
essay-pair-0408	gpt5	3	0	0	0	0	0
essay-pair-0409	human	4	0	1	0	0	0
essay-pair-0409	gpt5	2	0	0	0	1	0
essay-pair-0410	human	2	1	0	0	0	0
essay-pair-0410	gpt5	5	1	0	0	0	0
essay-pair-0411	human	0	0	0	0	0	0
essay-pair-0411	gpt5	0	0	0	0	0	0
essay-pair-0412	human	0	0	0	0	0	0
essay-pair-0412	gpt5	3	0	0	0	0	0
essay-pair-0413	human	1	1	0	0	0	0
essay-pair-0413	gpt5	0	0	0	0	0	0
essay-pair-0414	human	6	0	1	0	2	0
essay-pair-0414	gpt5	3	0	0	0	0	0
essay-pair-0415	human	1	0	0	0	0	0
essay-pair-0415	gpt5	3	0	0	0	0	0
essay-pair-0416	human	1	0	0	0	0	0
essay-pair-0416	gpt5	4	0	0	0	0	0
essay-pair-0417	human	3	1	0	0	0	0
essay-pair-0417	gpt5	3	0	0	0	0	0
essay-pair-0418	human	1	0	0	0	0	1
essay-pair-0418	gpt5	5	0	0	0	0	0
essay-pair-0419	human	1	0	0	0	0	0
essay-pair-0419	gpt5	5	0	0	0	0	0
essay-pair-0420	human	1	0	0	0	0	0
essay-pair-0420	gpt5	1	0	0	0	0	0
essay-pair-0421	human	4	1	0	0	0	0
essay-pair-0421	gpt5	8	0	0	0	0	0
essay-pair-0422	human	8	1	0	1	0	1
essay-pair-0422	gpt5	0	0	0	0	0	0
essay-pair-0423	human	0	0	0	0	0	1
essay-pair-0423	gpt5	1	2	0	0	0	0
essay-pair-0424	human	0	0	0	0	0	0
essay-pair-0424	gpt5	6	0	0	0	0	0
essay-pair-0425	human	0	0	0	0	0	0
essay-pair-0425	gpt5	3	0	0	0	0	1
essay-pair-0426	human	1	0	0	0	0	0
essay-pair-0426	gpt5	3	0	0	0	0	0
essay-pair-0427	human	0	0	0	0	0	0
essay-pair-0427	gpt5	4	0	0	0	0	0
essay-pair-0428	human	1	0	0	0	0	0
essay-pair-0428	gpt5	2	0	0	0	0	0
essay-pair-0429	human	0	0	0	0	0	0
essay-pair-0429	gpt5	2	0	0	0	0	0
essay-pair-0430	human	2	0	0	0	0	0
essay-pair-0430	gpt5	4	0	0	0	0	0
essay-pair-0431	human	1	0	0	0	0	0
essay-pair-0431	gpt5	6	0	0	0	0	0
essay-pair-0432	human	2	0	0	0	0	1
essay-pair-0432	gpt5	2	1	0	0	0	0
essay-pair-0433	human	1	0	0	0	0	0
essay-pair-0433	gpt5	5	0	0	0	0	0
essay-pair-0434	human	2	0	0	0	0	0
essay-pair-0434	gpt5	2	0	0	0	0	1
essay-pair-0435	human	1	1	0	0	0	0
essay-pair-0435	gpt5	5	0	0	0	0	0
essay-pair-0436	human	1	0	0	0	0	0
essay-pair-0436	gpt5	3	0	0	0	0	0
essay-pair-0437	human	1	0	0	0	0	0
essay-pair-0437	gpt5	3	0	0	0	0	1
essay-pair-0438	human	2	0	0	0	0	2
essay-pair-0438	gpt5	6	1	0	0	0	1
essay-pair-0439	human	3	0	0	0	1	0
essay-pair-0439	gpt5	3	0	0	0	0	1
essay-pair-0440	human	0	0	0	0	0	0
essay-pair-0440	gpt5	0	0	0	0	0	0
essay-pair-0441	human	3	0	0	0	0	0
essay-pair-0441	gpt5	4	0	0	0	0	0
essay-pair-0442	human	1	0	0	0	0	0
essay-pair-0442	gpt5	1	1	0	0	0	0
essay-pair-0443	human	4	1	0	0	0	0
essay-pair-0443	gpt5	3	1	0	0	0	0
essay-pair-0444	human	2	0	0	0	0	0
essay-pair-0444	gpt5	1	0	0	0	0	0
essay-pair-0445	human	0	0	0	0	0	0
essay-pair-0445	gpt5	2	0	0	0	0	0
essay-pair-0446	human	2	0	0	0	0	0
essay-pair-0446	gpt5	7	0	0	0	0	0
essay-pair-0447	human	2	0	2	0	0	1
essay-pair-0447	gpt5	5	0	0	0	0	0
essay-pair-0448	human	1	0	3	0	0	0
essay-pair-0448	gpt5	0	0	1	0	0	0
essay-pair-0449	human	2	0	0	0	0	0
essay-pair-0449	gpt5	0	0	0	0	0	0
essay-pair-0450	human	2	0	0	0	0	0
essay-pair-0450	gpt5	8	0	0	0	0	0
essay-pair-0451	human	2	0	0	0	0	0
essay-pair-0451	gpt5	1	2	0	0	0	0
essay-pair-0452	human	0	0	0	0	0	0
essay-pair-0452	gpt5	0	0	0	0	0	0
essay-pair-0453	human	0	0	0	0	0	0
essay-pair-0453	gpt5	0	0	0	0	0	0
essay-pair-0454	human	0	0	0	0	0	0
essay-pair-0454	gpt5	7	0	0	0	0	0
essay-pair-0455	human	4	0	0	0	0	1
essay-pair-0455	gpt5	5	0	0	0	0	1
essay-pair-0456	human	1	0	0	0	0	2
essay-pair-0456	gpt5	5	1	0	0	0	0
essay-pair-0457	human	0	0	0	0	0	0
essay-pair-0457	gpt5	3	0	0	0	0	0
essay-pair-0458	human	0	0	0	0	0	0
essay-pair-0458	gpt5	6	0	0	0	0	0
essay-pair-0459	human	0	0	0	0	0	0
essay-pair-0459	gpt5	1	0	0	0	0	0
essay-pair-0460	human	0	0	0	0	0	1
essay-pair-0460	gpt5	0	0	0	0	0	0
essay-pair-0461	human	2	1	0	0	0	0
essay-pair-0461	gpt5	5	0	0	0	0	0
essay-pair-0462	human	1	0	0	0	0	0
essay-pair-0462	gpt5	2	0	0	0	0	0
essay-pair-0463	human	1	0	2	0	0	0
essay-pair-0463	gpt5	1	0	0	0	0	0
essay-pair-0464	human	4	0	0	0	0	0
essay-pair-0464	gpt5	8	0	0	0	0	0
essay-pair-0465	human	0	0	0	0	0	0
essay-pair-0465	gpt5	0	0	0	0	0	0
essay-pair-0466	human	3	0	0	0	0	0
essay-pair-0466	gpt5	5	1	0	0	0	0
essay-pair-0467	human	5	1	0	0	0	0
essay-pair-0467	gpt5	4	0	0	0	0	1
essay-pair-0468	human	8	0	0	0	1	0
essay-pair-0468	gpt5	5	0	0	0	0	0
essay-pair-0469	human	1	1	1	0	0	0
essay-pair-0469	gpt5	14	1	0	0	0	0
essay-pair-0470	human	2	0	0	0	0	0
essay-pair-0470	gpt5	1	0	0	0	0	0
essay-pair-0471	human	0	0	0	0	0	0
essay-pair-0471	gpt5	0	0	0	0	0	0
essay-pair-0472	human	3	0	0	0	0	0
essay-pair-0472	gpt5	4	0	0	0	0	0
essay-pair-0473	human	1	0	0	0	0	0
essay-pair-0473	gpt5	5	0	0	0	0	0
essay-pair-0474	human	3	0	0	0	0	0
essay-pair-0474	gpt5	4	0	0	0	0	0
essay-pair-0475	human	2	0	0	0	0	0
essay-pair-0475	gpt5	4	0	0	0	0	0
essay-pair-0476	human	0	0	0	0	0	1
essay-pair-0476	gpt5	4	0	0	0	0	0
essay-pair-0477	human	3	0	0	0	0	0
essay-pair-0477	gpt5	1	0	0	0	0	0
essay-pair-0478	human	5	0	1	0	0	1
essay-pair-0478	gpt5	10	1	1	0	0	0
essay-pair-0479	human	2	0	0	0	0	0
essay-pair-0479	gpt5	1	0	0	0	0	0
essay-pair-0480	human	3	0	0	0	0	0
essay-pair-0480	gpt5	4	0	0	0	0	0
essay-pair-0481	human	1	0	0	0	0	0
essay-pair-0481	gpt5	6	1	0	0	0	0
essay-pair-0482	human	1	0	0	0	0	0
essay-pair-0482	gpt5	5	0	0	0	0	0
essay-pair-0483	human	1	1	0	0	0	0
essay-pair-0483	gpt5	4	0	0	0	0	0
essay-pair-0484	human	3	0	0	0	0	0
essay-pair-0484	gpt5	1	0	0	0	0	0
essay-pair-0485	human	1	0	0	0	0	0
essay-pair-0485	gpt5	0	0	0	0	0	0
essay-pair-0486	human	0	0	0	0	0	0
essay-pair-0486	gpt5	3	0	1	0	0	0
essay-pair-0487	human	4	0	1	0	0	0
essay-pair-0487	gpt5	3	0	0	0	0	1
essay-pair-0488	human	0	0	0	0	0	1
essay-pair-0488	gpt5	0	0	0	0	0	0
essay-pair-0489	human	0	0	0	0	0	0
essay-pair-0489	gpt5	0	0	0	0	0	0
essay-pair-0490	human	4	0	0	0	0	0
essay-pair-0490	gpt5	6	1	0	0	0	0
essay-pair-0491	human	0	0	0	0	0	0
essay-pair-0491	gpt5	2	0	0	0	0	0
essay-pair-0492	human	2	0	0	0	0	1
essay-pair-0492	gpt5	3	0	0	0	0	0
essay-pair-0493	human	2	0	0	0	0	0
essay-pair-0493	gpt5	11	0	0	0	0	1
essay-pair-0494	human	2	0	0	0	0	0
essay-pair-0494	gpt5	4	0	0	0	0	0
essay-pair-0495	human	3	1	0	0	0	0
essay-pair-0495	gpt5	2	0	0	0	0	0
essay-pair-0496	human	3	1	0	0	0	1
essay-pair-0496	gpt5	7	0	0	0	0	0
essay-pair-0497	human	3	0	0	0	0	0
essay-pair-0497	gpt5	5	0	0	0	0	0
essay-pair-0498	human	0	0	0	0	0	1
essay-pair-0498	gpt5	3	0	0	0	0	0
essay-pair-0499	human	0	0	0	0	0	0
essay-pair-0499	gpt5	2	0	0	0	0	0
essay-pair-0500	human	0	0	0	0	0	0
essay-pair-0500	gpt5	0	0	0	0	0	0
essay-pair-0501	human	1	0	0	0	0	0
essay-pair-0501	gpt5	2	0	0	0	0	0
essay-pair-0502	human	1	0	0	0	0	0
essay-pair-0502	gpt5	3	0	0	0	0	0
essay-pair-0503	human	0	0	0	1	0	0
essay-pair-0503	gpt5	4	0	0	0	0	0
essay-pair-0504	human	1	0	0	0	0	0
essay-pair-0504	gpt5	2	0	1	0	0	1
essay-pair-0505	human	4	0	1	0	0	1
essay-pair-0505	gpt5	0	0	0	0	0	0
essay-pair-0506	human	3	0	0	0	0	0
essay-pair-0506	gpt5	3	0	0	0	0	0
essay-pair-0507	human	2	1	0	1	0	1
essay-pair-0507	gpt5	4	0	0	0	0	0
essay-pair-0508	human	1	1	0	0	0	0
essay-pair-0508	gpt5	12	0	0	0	0	0
essay-pair-0509	human	0	0	0	0	0	0
essay-pair-0509	gpt5	4	0	0	0	0	0
essay-pair-0510	human	1	0	0	0	0	0
essay-pair-0510	gpt5	4	0	0	0	0	0
essay-pair-0511	human	2	1	0	0	1	0
essay-pair-0511	gpt5	3	0	0	0	0	1
essay-pair-0512	human	0	0	0	0	0	0
essay-pair-0512	gpt5	2	0	0	0	0	1
essay-pair-0513	human	2	0	2	0	0	0
essay-pair-0513	gpt5	8	0	0	0	0	0
essay-pair-0514	human	1	0	0	0	0	0
essay-pair-0514	gpt5	1	0	0	0	0	0
essay-pair-0515	human	1	0	0	0	0	0
essay-pair-0515	gpt5	1	0	0	0	0	0
essay-pair-0516	human	2	0	0	0	0	0
essay-pair-0516	gpt5	3	1	0	0	0	0
essay-pair-0517	human	0	0	0	0	0	0
essay-pair-0517	gpt5	0	0	0	0	0	0
essay-pair-0518	human	0	0	0	0	0	1
essay-pair-0518	gpt5	4	0	0	0	0	0
essay-pair-0519	human	1	0	0	0	0	0
essay-pair-0519	gpt5	1	0	0	0	0	0
essay-pair-0520	human	1	0	0	0	0	0
essay-pair-0520	gpt5	9	0	0	0	0	1
essay-pair-0521	human	1	0	0	0	0	0
essay-pair-0521	gpt5	5	0	0	0	0	0
essay-pair-0522	human	1	0	0	0	0	0
essay-pair-0522	gpt5	7	0	0	0	0	0
essay-pair-0523	human	2	0	0	0	0	0
essay-pair-0523	gpt5	4	0	0	0	0	0
essay-pair-0524	human	2	1	0	0	0	0
essay-pair-0524	gpt5	5	0	0	0	0	0
essay-pair-0525	human	2	0	0	0	0	0
essay-pair-0525	gpt5	7	1	0	0	0	1
essay-pair-0526	human	1	0	0	0	0	1
essay-pair-0526	gpt5	6	0	0	0	0	0
essay-pair-0527	human	3	0	1	0	0	0
essay-pair-0527	gpt5	5	0	0	0	0	0
essay-pair-0528	human	2	0	0	0	0	1
essay-pair-0528	gpt5	2	0	0	0	0	0
essay-pair-0529	human	3	0	0	0	0	0
essay-pair-0529	gpt5	2	0	0	0	0	1
essay-pair-0530	human	1	0	0	0	0	0
essay-pair-0530	gpt5	7	0	0	0	0	0
essay-pair-0531	human	1	0	0	0	0	0
essay-pair-0531	gpt5	0	1	0	0	0	0
essay-pair-0532	human	0	0	1	0	0	0
essay-pair-0532	gpt5	5	1	0	0	0	0
essay-pair-0533	human	3	0	0	0	0	0
essay-pair-0533	gpt5	0	0	0	0	0	0
essay-pair-0534	human	4	0	2	0	0	0
essay-pair-0534	gpt5	2	0	0	0	0	1
essay-pair-0535	human	1	0	0	0	0	0
essay-pair-0535	gpt5	4	0	0	0	0	0
essay-pair-0536	human	1	0	0	0	0	0
essay-pair-0536	gpt5	3	0	0	0	0	0
essay-pair-0537	human	3	2	0	0	0	1
essay-pair-0537	gpt5	4	0	0	0	1	0
essay-pair-0538	human	0	0	0	0	0	0
essay-pair-0538	gpt5	0	0	0	0	0	0
essay-pair-0539	human	0	0	0	0	0	0
essay-pair-0539	gpt5	2	0	0	0	0	0
essay-pair-0540	human	0	0	0	0	0	0
essay-pair-0540	gpt5	4	1	0	0	0	1
essay-pair-0541	human	1	0	0	0	0	1
essay-pair-0541	gpt5	8	0	0	0	0	0
essay-pair-0542	human	0	0	0	0	0	0
essay-pair-0542	gpt5	2	0	0	0	0	0
essay-pair-0543	human	2	0	4	0	0	0
essay-pair-0543	gpt5	0	0	0	0	0	0
essay-pair-0544	human	5	0	0	0	1	0
essay-pair-0544	gpt5	1	0	0	0	0	0
essay-pair-0545	human	4	0	0	0	0	1
essay-pair-0545	gpt5	14	0	0	0	0	1
essay-pair-0546	human	2	0	0	0	0	0
essay-pair-0546	gpt5	1	0	0	0	0	1
essay-pair-0547	human	1	0	0	0	0	0
essay-pair-0547	gpt5	1	0	0	0	0	0
essay-pair-0548	human	1	1	0	0	1	0
essay-pair-0548	gpt5	2	0	0	0	0	0
essay-pair-0549	human	1	0	0	0	0	0
essay-pair-0549	gpt5	1	0	0	0	0	0
essay-pair-0550	human	3	0	0	0	0	0
essay-pair-0550	gpt5	3	1	0	0	0	0
essay-pair-0551	human	0	0	0	0	0	0
essay-pair-0551	gpt5	1	0	0	0	0	0
essay-pair-0552	human	1	0	0	0	0	1
essay-pair-0552	gpt5	12	0	0	0	0	0
essay-pair-0553	human	0	0	0	0	0	0
essay-pair-0553	gpt5	0	0	0	0	0	0
essay-pair-0554	human	3	0	0	0	1	0
essay-pair-0554	gpt5	7	1	0	0	0	1
essay-pair-0555	human	1	0	0	0	0	0
essay-pair-0555	gpt5	5	0	0	0	0	0
essay-pair-0556	human	3	0	0	0	0	0
essay-pair-0556	gpt5	2	0	0	0	0	0
essay-pair-0557	human	2	0	0	0	0	0
essay-pair-0557	gpt5	0	0	0	0	0	0
essay-pair-0558	human	5	0	1	0	0	0
essay-pair-0558	gpt5	2	0	0	0	0	0
essay-pair-0559	human	0	0	0	0	0	0
essay-pair-0559	gpt5	3	0	0	0	0	0
essay-pair-0560	human	1	0	0	0	0	1
essay-pair-0560	gpt5	1	0	0	0	0	0
essay-pair-0561	human	0	0	0	0	0	0
essay-pair-0561	gpt5	5	0	0	0	0	0
essay-pair-0562	human	0	0	0	0	0	0
essay-pair-0562	gpt5	1	0	0	0	0	0
essay-pair-0563	human	5	1	0	0	0	0
essay-pair-0563	gpt5	5	0	1	0	0	0
essay-pair-0564	human	2	0	0	0	0	0
essay-pair-0564	gpt5	3	0	0	0	0	0
essay-pair-0565	human	0	0	1	0	0	0
essay-pair-0565	gpt5	6	0	0	0	1	0
essay-pair-0566	human	0	0	0	0	0	0
essay-pair-0566	gpt5	3	0	0	0	0	0
essay-pair-0567	human	2	0	0	0	0	0
essay-pair-0567	gpt5	0	0	0	0	0	1
essay-pair-0568	human	2	0	0	0	0	0
essay-pair-0568	gpt5	1	0	0	0	0	0
essay-pair-0569	human	0	0	0	0	0	0
